# M5 全连接组定稿源（唯一定稿源，可修改复现）——B1a 执行节点按《生物仿真M5实施清单》§2 构建。
"# 列：role, neuron_class, neurotransmitter, receptor, synapse_from, synapse_to, synapse_type,"
"#     g_max_ns, delay_ms, g_gap_ns, muscle_target, note"
# 行语义：
#   - 神经元行：role=<302 神经元名>，neuron_class=<sensory|inter|motor|pharyngeal>，
#     neurotransmitter=<ach|glut|gaba|dopamine|serotonin|other>（覆盖率 100%），
#     muscle_target=<body_fwd|body_back|head_left|head_right>（运动神经元→虚拟身体通道，可选）。
#   - 化学突触行：synapse_from + synapse_to + synapse_type=chem + neurotransmitter（突触前递质）
#     + receptor（§2.3 映射：ach/glut→ampa、gaba→gaba、dopamine/serotonin→mod、other→none）
#     + g_max_ns（初始权重占位，§6 校准）+ delay_ms。
#   - 缝隙连接行：synapse_from + synapse_to + synapse_type=gap + g_gap_ns（初始占位）+ delay_ms。
#   - 肌肉行：role=muscle_drive，synapse_from=<运动神经元>，synapse_to=<4 通道>，
#     synapse_type=muscle，g_max_ns=收缩增量 w 占位（M3/M4 定稿值：fwd 0.18/back 0.60/head 0.50）。
# 
# PROVENANCE（数据源与版本，诚实性记录）：
#   - PRIMARY: openworm/c302 仓库 c302/data/herm_full_edgelist.csv（MIT License），
"#     = Cook et al. 2019, Nature 571:63-71 雌雄同体全连接组 full edge list；"
#     2026-08-25 经 api.github.com 下载（raw.githubusercontent 沙箱不可达）。
#   - 交叉核对: SI5_adjacency.xlsx（Cook 2019 官方 SI5 邻接矩阵，逐对一致）；
#     networks.skewed.de celegans_2019 官方 synapse list（node_type 分类源）；
#     aconnectome_white_1986_whole.csv（White 1986 数字化，对照）；
#     owmeta_cache.json（OpenWorm 302 神经元 class+neurotransmitter 标注，
#     源自 Pereira 2015 / Serrano-Saiz 2013 等文献编译）。
#   - 计数诚实性（预注册 §0 #5）：权威数据为唯一计数源，不得为过 Pass 改动；
#     本文件含真实连接组全部神经元-神经元化学/缝隙连接（含自连接，白名单保留）。
#   - 计数语义：化学突触行=神经元间有向连接对（Weight=突触计数见 counts.json）；
#     缝隙行=神经元间无向唯一对（多重连接合并）。
#   - 简化假设（详见 docs/m5_env_notes.md L7+）：AIY 实际递质=ach（M4 以 GABA 简化，差异记录）；
#     AVM 规范分类=inter（Cook=sensory）；真实体壁肌肉→虚拟 4 通道聚合；
#     DD/VD（GABA 能）/VC/HSN（性特异）/RME 不产生 muscle_drive 行。
role,neuron_class,neurotransmitter,receptor,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,g_gap_ns,muscle_target,note
,,ach,ampa,VA8,VD9,chem,5.00,0.50,,,
,,ach,ampa,VA9,AS6,chem,5.00,0.50,,,
,,ach,ampa,VA9,AS7,chem,5.00,0.50,,,
,,ach,ampa,VA9,DD4,chem,5.00,0.50,,,
,,ach,ampa,VA9,DD5,chem,5.00,0.50,,,
,,ach,ampa,VA9,DD6,chem,5.00,0.50,,,
,,ach,ampa,VA9,VB7,chem,5.00,0.50,,,
,,ach,ampa,VA9,VB8,chem,5.00,0.50,,,
,,ach,ampa,VA9,VD10,chem,5.00,0.50,,,
,,ach,ampa,VA9,VD11,chem,5.00,0.50,,,
,,ach,ampa,VA9,VD9,chem,5.00,0.50,,,
,,ach,ampa,VB1,ADAL,chem,5.00,0.50,,,
,,ach,ampa,VB1,AIBR,chem,5.00,0.50,,,
,,ach,ampa,VB1,DD1,chem,5.00,0.50,,,
,,ach,ampa,VB1,RIML,chem,5.00,0.50,,,
,,ach,ampa,VB1,RMFL,chem,5.00,0.50,,,
,,ach,ampa,VB1,SAADL,chem,5.00,0.50,,,
,,ach,ampa,VB1,SMBVL,chem,5.00,0.50,,,
,,ach,ampa,VB1,VA1,chem,5.00,0.50,,,
,,ach,ampa,VB1,VA2,chem,5.00,0.50,,,
,,ach,ampa,VB1,VA3,chem,5.00,0.50,,,
,,ach,ampa,VB1,VA4,chem,5.00,0.50,,,
,,ach,ampa,VB1,VD1,chem,5.00,0.50,,,
,,ach,ampa,VB1,VD2,chem,5.00,0.50,,,
,,ach,ampa,VB10,DD6,chem,5.00,0.50,,,
,,ach,ampa,VB10,PVT,chem,5.00,0.50,,,
,,ach,ampa,VB10,VA11,chem,5.00,0.50,,,
,,ach,ampa,VB10,VD11,chem,5.00,0.50,,,
,,ach,ampa,VB10,VD12,chem,5.00,0.50,,,
,,ach,ampa,VB11,DD6,chem,5.00,0.50,,,
,,ach,ampa,VB11,PVCR,chem,5.00,0.50,,,
,,ach,ampa,VB11,PVWL,chem,5.00,0.50,,,
,,ach,ampa,VB11,PVWR,chem,5.00,0.50,,,
,,ach,ampa,VB11,VA12,chem,5.00,0.50,,,
,,ach,ampa,VB11,VD12,chem,5.00,0.50,,,
,,ach,ampa,VB11,VD13,chem,5.00,0.50,,,
,,ach,ampa,VB2,AVEL,chem,5.00,0.50,,,
,,ach,ampa,VB2,DD1,chem,5.00,0.50,,,
,,ach,ampa,VB2,DD2,chem,5.00,0.50,,,
,,ach,ampa,VB2,VA2,chem,5.00,0.50,,,
,,ach,ampa,VB2,VA3,chem,5.00,0.50,,,
,,ach,ampa,VB2,VC2,chem,5.00,0.50,,,
,,ach,ampa,VB2,VD2,chem,5.00,0.50,,,
,,ach,ampa,VB2,VD3,chem,5.00,0.50,,,
,,ach,ampa,VB3,DD2,chem,5.00,0.50,,,
,,ach,ampa,VB3,VA4,chem,5.00,0.50,,,
,,ach,ampa,VB3,VA5,chem,5.00,0.50,,,
,,ach,ampa,VB3,VD3,chem,5.00,0.50,,,
,,ach,ampa,VB3,VD4,chem,5.00,0.50,,,
,,ach,ampa,VB4,AVG,chem,5.00,0.50,,,
,,ach,ampa,VB4,DD2,chem,5.00,0.50,,,
,,ach,ampa,VB4,DD3,chem,5.00,0.50,,,
,,ach,ampa,VB4,VA4,chem,5.00,0.50,,,
,,ach,ampa,VB4,VA5,chem,5.00,0.50,,,
,,ach,ampa,VB4,VB5,chem,5.00,0.50,,,
,,ach,ampa,VB4,VD4,chem,5.00,0.50,,,
,,ach,ampa,VB4,VD5,chem,5.00,0.50,,,
,,ach,ampa,VB5,DD3,chem,5.00,0.50,,,
,,ach,ampa,VB5,VA6,chem,5.00,0.50,,,
,,ach,ampa,VB5,VD6,chem,5.00,0.50,,,
,,ach,ampa,VB6,DD4,chem,5.00,0.50,,,
,,ach,ampa,VB6,PVNR,chem,5.00,0.50,,,
,,ach,ampa,VB6,VA7,chem,5.00,0.50,,,
,,ach,ampa,VB6,VA8,chem,5.00,0.50,,,
,,ach,ampa,VB6,VD6,chem,5.00,0.50,,,
,,ach,ampa,VB6,VD7,chem,5.00,0.50,,,
,,ach,ampa,VB7,DD5,chem,5.00,0.50,,,
,,ach,ampa,VB7,VA10,chem,5.00,0.50,,,
,,ach,ampa,VB7,VA9,chem,5.00,0.50,,,
,,ach,ampa,VB7,VD8,chem,5.00,0.50,,,
,,ach,ampa,VB7,VD9,chem,5.00,0.50,,,
,,ach,ampa,VB8,DD5,chem,5.00,0.50,,,
,,ach,ampa,VB8,DD6,chem,5.00,0.50,,,
,,ach,ampa,VB8,VA11,chem,5.00,0.50,,,
,,ach,ampa,VB8,VD10,chem,5.00,0.50,,,
,,ach,ampa,VB8,VD9,chem,5.00,0.50,,,
,,ach,ampa,VB9,DD5,chem,5.00,0.50,,,
,,ach,ampa,VB9,DD6,chem,5.00,0.50,,,
,,ach,ampa,VB9,VA11,chem,5.00,0.50,,,
,,ach,ampa,VB9,VD10,chem,5.00,0.50,,,
,,ach,ampa,VB9,VD11,chem,5.00,0.50,,,
,,ach,ampa,VC1,AVFL,chem,5.00,0.50,,,
,,ach,ampa,VC1,AVL,chem,5.00,0.50,,,
,,ach,ampa,VC1,DD1,chem,5.00,0.50,,,
,,ach,ampa,VC1,DD2,chem,5.00,0.50,,,
,,ach,ampa,VC1,DD3,chem,5.00,0.50,,,
,,ach,ampa,VC1,DVC,chem,5.00,0.50,,,
,,ach,ampa,VC1,PVPR,chem,5.00,0.50,,,
,,ach,ampa,VC1,PVT,chem,5.00,0.50,,,
,,ach,ampa,VC1,VC2,chem,5.00,0.50,,,
,,ach,ampa,VC1,VC3,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD1,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD2,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD3,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD4,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD5,chem,5.00,0.50,,,
,,ach,ampa,VC1,VD6,chem,5.00,0.50,,,
,,ach,ampa,VC2,DB4,chem,5.00,0.50,,,
,,ach,ampa,VC2,DD1,chem,5.00,0.50,,,
,,ach,ampa,VC2,DD2,chem,5.00,0.50,,,
,,ach,ampa,VC2,DD3,chem,5.00,0.50,,,
,,ach,ampa,VC2,DVC,chem,5.00,0.50,,,
,,ach,ampa,VC2,PVCL,chem,5.00,0.50,,,
,,ach,ampa,VC2,PVPR,chem,5.00,0.50,,,
,,ach,ampa,VC2,PVQR,chem,5.00,0.50,,,
,,ach,ampa,VC2,PVT,chem,5.00,0.50,,,
,,ach,ampa,VC2,VC1,chem,5.00,0.50,,,
,,ach,ampa,VC2,VC3,chem,5.00,0.50,,,
,,ach,ampa,VC2,VD1,chem,5.00,0.50,,,
,,ach,ampa,VC2,VD2,chem,5.00,0.50,,,
,,ach,ampa,VC2,VD4,chem,5.00,0.50,,,
,,ach,ampa,VC2,VD5,chem,5.00,0.50,,,
,,ach,ampa,VC2,VD6,chem,5.00,0.50,,,
,,ach,ampa,VC3,AVBL,chem,5.00,0.50,,,
,,ach,ampa,VC3,AVJL,chem,5.00,0.50,,,
,,ach,ampa,VC3,AVL,chem,5.00,0.50,,,
,,ach,ampa,VC3,DD1,chem,5.00,0.50,,,
,,ach,ampa,VC3,DD2,chem,5.00,0.50,,,
,,ach,ampa,VC3,DD3,chem,5.00,0.50,,,
,,ach,ampa,VC3,HSNR,chem,5.00,0.50,,,
,,ach,ampa,VC3,PVNR,chem,5.00,0.50,,,
,,ach,ampa,VC3,PVPR,chem,5.00,0.50,,,
,,ach,ampa,VC3,PVQR,chem,5.00,0.50,,,
,,ach,ampa,VC3,PVT,chem,5.00,0.50,,,
,,ach,ampa,VC3,SABVL,chem,5.00,0.50,,,
,,ach,ampa,VC3,VB2,chem,5.00,0.50,,,
,,ach,ampa,VC3,VB4,chem,5.00,0.50,,,
,,ach,ampa,VC3,VC1,chem,5.00,0.50,,,
,,ach,ampa,VC3,VC2,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD1,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD2,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD3,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD4,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD5,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD6,chem,5.00,0.50,,,
,,ach,ampa,VC3,VD7,chem,5.00,0.50,,,
,,ach,ampa,VC4,AVBR,chem,5.00,0.50,,,
,,ach,ampa,VC4,AVHR,chem,5.00,0.50,,,
,,ach,ampa,VC4,VC3,chem,5.00,0.50,,,
,,ach,ampa,VC4,VC5,chem,5.00,0.50,,,
,,ach,ampa,VC5,AVFL,chem,5.00,0.50,,,
,,ach,ampa,VC5,AVFR,chem,5.00,0.50,,,
,,ach,ampa,VC5,DVC,chem,5.00,0.50,,,
,,ach,ampa,VC5,HSNL,chem,5.00,0.50,,,
,,ach,ampa,VC5,HSNR,chem,5.00,0.50,,,
,,ach,ampa,VC5,PVR,chem,5.00,0.50,,,
,,ach,ampa,VC5,PVT,chem,5.00,0.50,,,
,,ach,ampa,VC5,VC4,chem,5.00,0.50,,,
,,ach,ampa,VC5,VC5,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,ach,ampa,VC6,AVG,chem,5.00,0.50,,,
,,ach,ampa,VC6,AVL,chem,5.00,0.50,,,
,,ach,ampa,VC6,DD6,chem,5.00,0.50,,,
,,ach,ampa,VC6,PVNR,chem,5.00,0.50,,,
,,ach,ampa,VC6,VD11,chem,5.00,0.50,,,
,,ach,ampa,VC6,VD12,chem,5.00,0.50,,,
,,gaba,gaba,VD1,DD1,chem,15.00,0.50,,,
,,gaba,gaba,VD1,SAAVL,chem,15.00,0.50,,,
,,gaba,gaba,VD1,VA1,chem,15.00,0.50,,,
,,gaba,gaba,VD1,VB1,chem,15.00,0.50,,,
,,gaba,gaba,VD10,VA10,chem,15.00,0.50,,,
,,gaba,gaba,VD10,VB9,chem,15.00,0.50,,,
,,gaba,gaba,VD11,AVAR,chem,15.00,0.50,,,
,,gaba,gaba,VD11,DD6,chem,15.00,0.50,,,
,,gaba,gaba,VD11,PVT,chem,15.00,0.50,,,
,,gaba,gaba,VD11,VA11,chem,15.00,0.50,,,
,,gaba,gaba,VD11,VB10,chem,15.00,0.50,,,
,,gaba,gaba,VD12,DD6,chem,15.00,0.50,,,
,,gaba,gaba,VD12,VA11,chem,15.00,0.50,,,
,,gaba,gaba,VD12,VA12,chem,15.00,0.50,,,
,,gaba,gaba,VD12,VB11,chem,15.00,0.50,,,
,,gaba,gaba,VD13,AVAR,chem,15.00,0.50,,,
,,gaba,gaba,VD13,DD6,chem,15.00,0.50,,,
,,gaba,gaba,VD13,PVCR,chem,15.00,0.50,,,
,,gaba,gaba,VD13,PVWL,chem,15.00,0.50,,,
,,gaba,gaba,VD13,VA12,chem,15.00,0.50,,,
,,gaba,gaba,VD13,VD12,chem,15.00,0.50,,,
,,gaba,gaba,VD2,AS1,chem,15.00,0.50,,,
,,gaba,gaba,VD2,AVEL,chem,15.00,0.50,,,
,,gaba,gaba,VD2,DD1,chem,15.00,0.50,,,
,,gaba,gaba,VD2,VA2,chem,15.00,0.50,,,
,,gaba,gaba,VD2,VB2,chem,15.00,0.50,,,
,,gaba,gaba,VD3,DD1,chem,15.00,0.50,,,
,,gaba,gaba,VD3,VA3,chem,15.00,0.50,,,
,,gaba,gaba,VD3,VB2,chem,15.00,0.50,,,
,,gaba,gaba,VD3,VB3,chem,15.00,0.50,,,
,,gaba,gaba,VD4,VA4,chem,15.00,0.50,,,
,,gaba,gaba,VD4,VB3,chem,15.00,0.50,,,
,,gaba,gaba,VD5,AVAR,chem,15.00,0.50,,,
,,gaba,gaba,VD5,SAAVL,chem,15.00,0.50,,,
,,gaba,gaba,VD5,VA5,chem,15.00,0.50,,,
,,gaba,gaba,VD5,VA6,chem,15.00,0.50,,,
,,gaba,gaba,VD5,VB1,chem,15.00,0.50,,,
,,gaba,gaba,VD5,VB4,chem,15.00,0.50,,,
,,gaba,gaba,VD6,AVAL,chem,15.00,0.50,,,
,,gaba,gaba,VD6,PVNR,chem,15.00,0.50,,,
,,gaba,gaba,VD6,VA6,chem,15.00,0.50,,,
,,gaba,gaba,VD6,VB5,chem,15.00,0.50,,,
,,gaba,gaba,VD7,VA7,chem,15.00,0.50,,,
,,gaba,gaba,VD7,VB6,chem,15.00,0.50,,,
,,gaba,gaba,VD7,VB7,chem,15.00,0.50,,,
,,gaba,gaba,VD8,VA8,chem,15.00,0.50,,,
,,gaba,gaba,VD8,VA9,chem,15.00,0.50,,,
,,gaba,gaba,VD8,VB7,chem,15.00,0.50,,,
,,gaba,gaba,VD9,VA9,chem,15.00,0.50,,,
,,gaba,gaba,VD9,VB8,chem,15.00,0.50,,,
# ---- 缝隙连接（神经元-神经元无向唯一对；g_gap_ns 初始占位 0.5nS，M2 量级）----
,,,,ADAL,ADAR,gap,,0.05,0.50,,
,,,,ADAL,ADFL,gap,,0.05,0.50,,
,,,,ADAL,AVDR,gap,,0.05,0.50,,
,,,,ADAL,OLQVL,gap,,0.05,0.50,,
,,,,ADAL,PVQL,gap,,0.05,0.50,,
,,,,ADAR,ADFR,gap,,0.05,0.50,,
,,,,ADAR,ASHR,gap,,0.05,0.50,,
,,,,ADAR,AVDL,gap,,0.05,0.50,,
,,,,ADAR,PVQR,gap,,0.05,0.50,,
,,,,ADEL,AINL,gap,,0.05,0.50,,
,,,,ADEL,RIGR,gap,,0.05,0.50,,
,,,,ADER,AINR,gap,,0.05,0.50,,
,,,,ADER,ALNR,gap,,0.05,0.50,,
,,,,ADER,AVJR,gap,,0.05,0.50,,
,,,,ADER,AVKL,gap,,0.05,0.50,,
,,,,ADER,FLPR,gap,,0.05,0.50,,
,,,,ADER,PVQR,gap,,0.05,0.50,,
,,,,ADFL,AFDL,gap,,0.05,0.50,,
,,,,ADFL,AIZL,gap,,0.05,0.50,,
,,,,ADFL,ASHL,gap,,0.05,0.50,,
,,,,ADFL,AWCL,gap,,0.05,0.50,,
,,,,ADFL,RIAL,gap,,0.05,0.50,,
,,,,ADFL,RIPL,gap,,0.05,0.50,,
,,,,ADFL,URBL,gap,,0.05,0.50,,
,,,,ADFR,AFDR,gap,,0.05,0.50,,
,,,,ADFR,AIAR,gap,,0.05,0.50,,
,,,,ADFR,ASGR,gap,,0.05,0.50,,
,,,,ADFR,AWAR,gap,,0.05,0.50,,
,,,,ADFR,AWBR,gap,,0.05,0.50,,
,,,,ADFR,RIH,gap,,0.05,0.50,,
,,,,ADFR,SMBVR,gap,,0.05,0.50,,
,,,,ADFR,SMDVR,gap,,0.05,0.50,,
,,,,ADLL,ADLR,gap,,0.05,0.50,,
,,,,ADLL,AVDR,gap,,0.05,0.50,,
,,,,ADLL,AWAL,gap,,0.05,0.50,,
,,,,ADLL,RMGL,gap,,0.05,0.50,,
,,,,ADLR,ASGR,gap,,0.05,0.50,,
,,,,ADLR,ASKR,gap,,0.05,0.50,,
,,,,AFDL,AFDR,gap,,0.05,0.50,,
,,,,AFDL,AIBL,gap,,0.05,0.50,,
,,,,AFDL,AIYL,gap,,0.05,0.50,,
,,,,AFDL,ASEL,gap,,0.05,0.50,,
,,,,AFDL,AVEL,gap,,0.05,0.50,,
,,,,AFDL,URBL,gap,,0.05,0.50,,
,,,,AFDR,ASEL,gap,,0.05,0.50,,
,,,,AFDR,ASER,gap,,0.05,0.50,,
,,,,AFDR,ASHR,gap,,0.05,0.50,,
,,,,AFDR,AWCR,gap,,0.05,0.50,,
,,,,AFDR,RMDVR,gap,,0.05,0.50,,
,,,,AFDR,URBR,gap,,0.05,0.50,,
,,,,AIAL,AIAR,gap,,0.05,0.50,,
,,,,AIAL,AIBL,gap,,0.05,0.50,,
,,,,AIAL,ASIL,gap,,0.05,0.50,,
,,,,AIAL,ASIR,gap,,0.05,0.50,,
,,,,AIAL,ASJL,gap,,0.05,0.50,,
,,,,AIAL,ASKL,gap,,0.05,0.50,,
,,,,AIAL,AWBL,gap,,0.05,0.50,,
,,,,AIAL,AWCR,gap,,0.05,0.50,,
,,,,AIAR,AIAR,gap,,0.05,0.50,,自连接（白名单保留）
,,,,AIAR,ASGR,gap,,0.05,0.50,,
,,,,AIAR,ASHR,gap,,0.05,0.50,,
,,,,AIAR,ASIR,gap,,0.05,0.50,,
,,,,AIAR,ASKR,gap,,0.05,0.50,,
,,,,AIAR,AWAR,gap,,0.05,0.50,,
,,,,AIAR,AWCR,gap,,0.05,0.50,,
,,,,AIBL,AIZR,gap,,0.05,0.50,,
,,,,AIBL,ASKL,gap,,0.05,0.50,,
,,,,AIBL,DVC,gap,,0.05,0.50,,
,,,,AIBL,FLPL,gap,,0.05,0.50,,
,,,,AIBL,RIGR,gap,,0.05,0.50,,
,,,,AIBL,RIMR,gap,,0.05,0.50,,
,,,,AIBL,RIS,gap,,0.05,0.50,,
,,,,AIBL,RMED,gap,,0.05,0.50,,
,,,,AIBL,SDQR,gap,,0.05,0.50,,
,,,,AIBL,SIADR,gap,,0.05,0.50,,
,,,,AIBL,SMDDR,gap,,0.05,0.50,,
,,,,AIBR,AIZL,gap,,0.05,0.50,,
,,,,AIBR,ASKR,gap,,0.05,0.50,,
,,,,AIBR,DVC,gap,,0.05,0.50,,
,,,,AIBR,PVPL,gap,,0.05,0.50,,
,,,,AIBR,PVT,gap,,0.05,0.50,,
,,,,AIBR,RICR,gap,,0.05,0.50,,
,,,,AIBR,RIGL,gap,,0.05,0.50,,
,,,,AIBR,RIML,gap,,0.05,0.50,,
,,,,AIBR,RIS,gap,,0.05,0.50,,
,,,,AIBR,RIVR,gap,,0.05,0.50,,
,,,,AIBR,SIAVL,gap,,0.05,0.50,,
,,,,AIBR,SMDDL,gap,,0.05,0.50,,
,,,,AIML,ASGL,gap,,0.05,0.50,,
,,,,AIML,SIBVR,gap,,0.05,0.50,,
,,,,AIMR,ASJR,gap,,0.05,0.50,,
,,,,AIMR,AVKR,gap,,0.05,0.50,,
,,,,AIMR,CEPVR,gap,,0.05,0.50,,
,,,,AIMR,SMBVR,gap,,0.05,0.50,,
,,,,AINL,AINR,gap,,0.05,0.50,,
,,,,AINL,ASGR,gap,,0.05,0.50,,
,,,,AINL,AUAR,gap,,0.05,0.50,,
,,,,AINR,ASGL,gap,,0.05,0.50,,
,,,,AINR,ASIL,gap,,0.05,0.50,,
,,,,AINR,AUAL,gap,,0.05,0.50,,
,,,,AINR,BAGL,gap,,0.05,0.50,,
,,,,AINR,RIAL,gap,,0.05,0.50,,
,,,,AIYL,AIYR,gap,,0.05,0.50,,
,,,,AIYL,AVKL,gap,,0.05,0.50,,
,,,,AIYL,RIML,gap,,0.05,0.50,,
,,,,AIYR,ASIR,gap,,0.05,0.50,,
,,,,AIYR,AUAR,gap,,0.05,0.50,,
,,,,AIYR,RIMR,gap,,0.05,0.50,,
,,,,AIZL,AIZR,gap,,0.05,0.50,,
,,,,AIZL,ASGL,gap,,0.05,0.50,,
,,,,AIZL,ASHL,gap,,0.05,0.50,,
,,,,AIZL,AWAL,gap,,0.05,0.50,,
,,,,AIZL,RIGL,gap,,0.05,0.50,,
,,,,AIZL,RIH,gap,,0.05,0.50,,
,,,,AIZR,ASGR,gap,,0.05,0.50,,
,,,,AIZR,ASHR,gap,,0.05,0.50,,
,,,,AIZR,AWAR,gap,,0.05,0.50,,
,,,,AIZR,SIBVL,gap,,0.05,0.50,,
,,,,ALA,ASJL,gap,,0.05,0.50,,
,,,,ALA,ASKR,gap,,0.05,0.50,,
,,,,ALA,AVAL,gap,,0.05,0.50,,
,,,,ALA,AVER,gap,,0.05,0.50,,
,,,,ALA,HSNR,gap,,0.05,0.50,,
,,,,ALA,RID,gap,,0.05,0.50,,
,,,,ALML,AVM,gap,,0.05,0.50,,
,,,,ALML,BDUL,gap,,0.05,0.50,,
,,,,ALML,PVR,gap,,0.05,0.50,,
,,,,ALML,RMDDR,gap,,0.05,0.50,,
,,,,ALML,RMGL,gap,,0.05,0.50,,
,,,,ALML,SMBDR,gap,,0.05,0.50,,
,,,,ALMR,AVDR,gap,,0.05,0.50,,
,,,,ALMR,AVM,gap,,0.05,0.50,,
,,,,ALMR,BDUR,gap,,0.05,0.50,,
,,,,ALMR,PVR,gap,,0.05,0.50,,
,,,,ALMR,SDQR,gap,,0.05,0.50,,
,,,,ALNL,SMBDR,gap,,0.05,0.50,,
,,,,ALNL,SMDDR,gap,,0.05,0.50,,
,,,,ALNL,SMDVL,gap,,0.05,0.50,,
,,,,ALNR,PVR,gap,,0.05,0.50,,
,,,,ALNR,RMGR,gap,,0.05,0.50,,
,,,,ALNR,SMDDL,gap,,0.05,0.50,,
,,,,AQR,AVBL,gap,,0.05,0.50,,
,,,,AQR,AVKL,gap,,0.05,0.50,,
,,,,AQR,AVKR,gap,,0.05,0.50,,
,,,,AQR,PVPL,gap,,0.05,0.50,,
,,,,AQR,PVPR,gap,,0.05,0.50,,
,,,,AQR,RIGR,gap,,0.05,0.50,,
,,,,AS1,AVEL,gap,,0.05,0.50,,
,,,,AS1,AVER,gap,,0.05,0.50,,
,,,,AS1,FLPR,gap,,0.05,0.50,,
,,,,AS1,VA3,gap,,0.05,0.50,,
,,,,AS1,VA6,gap,,0.05,0.50,,
,,,,AS1,VD2,gap,,0.05,0.50,,
,,,,AS10,AVAL,gap,,0.05,0.50,,
,,,,AS10,AVAR,gap,,0.05,0.50,,
,,,,AS10,AVBL,gap,,0.05,0.50,,
,,,,AS10,AVHL,gap,,0.05,0.50,,
,,,,AS10,AVKL,gap,,0.05,0.50,,
,,,,AS10,DA7,gap,,0.05,0.50,,
,,,,AS10,DA9,gap,,0.05,0.50,,
,,,,AS10,DB7,gap,,0.05,0.50,,
,,,,AS10,VA12,gap,,0.05,0.50,,
,,,,AS11,AVAR,gap,,0.05,0.50,,
,,,,AS11,AVFL,gap,,0.05,0.50,,
,,,,AS11,AVG,gap,,0.05,0.50,,
,,,,AS11,AVHL,gap,,0.05,0.50,,
,,,,AS11,AVHR,gap,,0.05,0.50,,
,,,,AS11,AVKL,gap,,0.05,0.50,,
,,,,AS11,DA8,gap,,0.05,0.50,,
,,,,AS11,DVA,gap,,0.05,0.50,,
,,,,AS11,DVB,gap,,0.05,0.50,,
,,,,AS11,PDB,gap,,0.05,0.50,,
,,,,AS11,PVPL,gap,,0.05,0.50,,
,,,,AS11,VA11,gap,,0.05,0.50,,
,,,,AS11,VB11,gap,,0.05,0.50,,
,,,,AS2,DA2,gap,,0.05,0.50,,
,,,,AS2,VA3,gap,,0.05,0.50,,
,,,,AS2,VA4,gap,,0.05,0.50,,
,,,,AS3,AVAR,gap,,0.05,0.50,,
,,,,AS4,DA2,gap,,0.05,0.50,,
,,,,AS4,DA3,gap,,0.05,0.50,,
,,,,AS5,AVAR,gap,,0.05,0.50,,
,,,,AS5,AVBR,gap,,0.05,0.50,,
,,,,AS6,AVAR,gap,,0.05,0.50,,
,,,,AS6,AVBL,gap,,0.05,0.50,,
,,,,AS6,AVBR,gap,,0.05,0.50,,
,,,,AS6,DA5,gap,,0.05,0.50,,
,,,,ASEL,ASGL,gap,,0.05,0.50,,
,,,,ASEL,AWCL,gap,,0.05,0.50,,
,,,,ASEL,AWCR,gap,,0.05,0.50,,
,,,,ASER,ASGR,gap,,0.05,0.50,,
,,,,ASER,AWBR,gap,,0.05,0.50,,
,,,,ASER,PVQR,gap,,0.05,0.50,,
,,,,ASGL,AWBL,gap,,0.05,0.50,,
,,,,ASGL,RIVL,gap,,0.05,0.50,,
,,,,ASGR,ASIR,gap,,0.05,0.50,,
,,,,ASGR,AWCR,gap,,0.05,0.50,,
,,,,ASHL,ASHR,gap,,0.05,0.50,,
,,,,ASHL,ASKL,gap,,0.05,0.50,,
,,,,ASHL,RICL,gap,,0.05,0.50,,
,,,,ASHL,RMGL,gap,,0.05,0.50,,
,,,,ASHR,ASKR,gap,,0.05,0.50,,
,,,,ASHR,AVAR,gap,,0.05,0.50,,
,,,,ASHR,AVER,gap,,0.05,0.50,,
,,,,ASHR,AVHL,gap,,0.05,0.50,,
,,,,ASHR,RICR,gap,,0.05,0.50,,
,,,,ASHR,RMGR,gap,,0.05,0.50,,
,,,,ASJL,ASJR,gap,,0.05,0.50,,
,,,,ASJL,IL2L,gap,,0.05,0.50,,
,,,,ASJL,PVQL,gap,,0.05,0.50,,
,,,,ASJL,RIVL,gap,,0.05,0.50,,
,,,,ASJR,PVQR,gap,,0.05,0.50,,
,,,,ASKL,ASKR,gap,,0.05,0.50,,
,,,,ASKL,AVHL,gap,,0.05,0.50,,
,,,,ASKL,HSNL,gap,,0.05,0.50,,
,,,,ASKL,PVQL,gap,,0.05,0.50,,
,,,,ASKR,ASKR,gap,,0.05,0.50,,自连接（白名单保留）
,,,,ASKR,AVHR,gap,,0.05,0.50,,
,,,,ASKR,HSNR,gap,,0.05,0.50,,
,,,,ASKR,PVQR,gap,,0.05,0.50,,
,,,,ASKR,RMGR,gap,,0.05,0.50,,
,,,,AUAL,AUAR,gap,,0.05,0.50,,
,,,,AUAL,AWBL,gap,,0.05,0.50,,
